assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,8,0,3,1.6,9,104,0.01,0.01,0.00,1.88,1,3,0,0.5,3.6,2026-08-21T19:00:00Z,90,False,1,0,0,0,5,0,1,0,13188,1,1,0,3,0.0,2,0,0,0,50,False,0
0,0,0,0,0,0.0,0,104,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,11,0,0,0,0,0,2,0,16442,0,0,1,0,0.0,0,856,2456,1600,50,True,0
0,0,5,0,0,0.4,3,104,0.00,0.00,0.00,1.17,26,1,0,0.1,0.4,2026-09-05T14:00:00Z,62,False,15,0,0,0,2,0,3,0,12452,1,1,0,1,0.0,2,-3826,379,4205,50,False,0
0,0,11,0,2,0.9,7,104,0.01,0.04,0.03,2.16,38,3,0,2.8,6.2,2026-09-13T13:00:00Z,72,False,5,0,0,0,4,0,4,0,11832,1,1,5,0,21.0,2,-1084,629,1713,49,True,0
0,0,0,0,0,0.0,0,104,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,0,False,18,0,0,0,0,0,5,0,10664,0,0,,,0.0,0,-1263,346,1609,49,False,0
