assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0,0.0,0,607,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0,0,0,0,45,False,0
0,0,0,0,0,0.0,0,607,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,False,1,0,0,0,0,0,2,0,8874,0,0,1,0,0.0,0,2771,3603,832,45,True,0
0,0,0,0,0,0.0,0,607,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,11,0,0,0,0,0,3,0,12683,0,0,0,0,0.0,0,1177,3500,2323,45,False,0
0,0,0,0,0,0.0,0,607,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,18,0,0,0,0,0,4,0,8828,0,0,2,1,0.0,0,-2922,0,2922,45,True,0
0,0,0,0,0,0.0,0,607,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,19,0,0,0,0,0,5,0,7636,0,0,3,2,0.0,0,-1367,0,1367,45,False,0
