assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,1,29,0,2,47.1,7,368,0.27,1.12,0.85,1.58,9,2,1,11.9,50.4,2026-08-23T15:30:00Z,90,False,17,0,0,0,4,0,1,0,3733259,1,1,2,2,21.0,8,0,0,0,70,False,0
0,0,24,0,3,40.7,13,368,0.17,0.33,0.16,2.30,14,2,0,6.6,21.4,2026-08-29T11:30:00Z,90,False,18,0,0,0,7,0,2,0,4309636,1,3,2,2,4.0,4,177598,245003,67405,70,True,0
0,0,20,1,3,29.9,9,368,0.08,0.24,0.16,0.75,21,0,0,7.0,19.4,2026-09-04T19:00:00Z,90,False,12,0,0,0,6,0,3,0,4313411,1,0,2,0,21.0,3,-105407,281021,386428,70,False,0
0,0,25,1,3,55.7,6,368,0.28,0.40,0.12,0.70,35,0,0,8.1,16.0,2026-09-12T14:00:00Z,90,False,10,0,0,0,3,0,4,0,4135360,1,0,0,0,9.0,3,-242164,274640,516804,70,True,0
0,0,0,0,0,0.0,0,368,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,3,0,0,0,0,0,5,0,3685230,0,0,,,0.0,0,-405826,91695,497521,70,False,0
